"","lcgzipn","lcggeoxn2","lcggeoyn2","school_name","year","enrnumtot","xdbn","school_status"
"927",10451,-73.9204025,40.8190155,"BRONX HAVEN HIGH SCHOOL",2004,NA,"",0
"928",10451,-73.9204025,40.8190155,"BRONX HAVEN HIGH SCHOOL",2005,NA,"",0
"929",10451,-73.9204025,40.8190155,"BRONX HAVEN HIGH SCHOOL",2006,NA,"",0
"930",10451,-73.9204025,40.8190155,"BRONX HAVEN HIGH SCHOOL",2007,NA,"",0
"931",10451,-73.9204025,40.8190155,"BRONX HAVEN HIGH SCHOOL",2008,NA,"",0
"932",10451,-73.9204025,40.8190155,"BRONX HAVEN HIGH SCHOOL",2009,NA,"",0
"933",10451,-73.9204025,40.8190155,"BRONX HAVEN HIGH SCHOOL",2010,NA,"",0
"934",10451,-73.9204025,40.8190155,"BRONX HAVEN HIGH SCHOOL",2011,138,"07X381",1
"935",10451,-73.9204025,40.8190155,"BRONX HAVEN HIGH SCHOOL",2012,153,"07X381",1
"936",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",1996,NA,"",0
"937",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",1997,NA,"",0
"938",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",1998,NA,"",0
"939",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",1999,NA,"",0
"940",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2000,NA,"",0
"941",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2001,NA,"",0
"942",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2002,NA,"",0
"943",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2003,NA,"",0
"944",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2004,NA,"",0
"945",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2005,98,"11X249",1
"946",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2006,203,"11X249",1
"947",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2007,278,"11X249",1
"948",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2008,350,"11X249",1
"949",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2009,354,"11X249",1
"950",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2010,308,"11X249",1
"951",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2011,307,"11X249",1
"952",10475,-73.8984528,40.8464127,"BRONX HEALTH SCIENCES HIGH SCH",2012,377,"11X249",1
"953",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",1996,NA,"",0
"954",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",1997,NA,"",0
"955",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",1998,NA,"",0
"956",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",1999,NA,"",0
"957",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2000,NA,"",0
"958",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2001,NA,"",0
"959",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2002,NA,"",0
"960",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2003,NA,"",0
"961",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2004,NA,"",0
"962",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2005,NA,"",0
"963",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2006,NA,"",0
"964",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2007,313,"12X262",1
"965",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2008,391,"12X262",1
"966",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2009,409,"12X262",1
"967",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2010,417,"12X262",1
"968",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2011,365,"12X262",1
"969",10460,-73.8793411,40.8438301,"BRONX HIGH SCHOOL FOR PERFORMA",2012,260,"12X262",1
"970",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",1996,NA,"",0
"971",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",1997,NA,"",0
"972",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",1998,NA,"",0
"973",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",1999,NA,"",0
"974",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2000,NA,"",0
"975",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2001,NA,"",0
"976",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2002,NA,"",0
"977",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2003,NA,"",0
"978",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2004,NA,"",0
"979",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2005,103,"11X253",1
"980",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2006,212,"11X253",1
"981",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2007,338,"11X253",1
"982",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2008,444,"11X253",1
"983",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2009,450,"11X253",1
"984",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2010,452,"11X253",1
"985",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2011,422,"11X253",1
"986",10467,-73.8715363,40.8766518,"BRONX HIGH SCHOOL FOR WRITING",2012,422,"11X253",1
"987",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",1996,NA,"",0
"988",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",1997,NA,"",0
"989",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",1998,NA,"",0
"990",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",1999,NA,"",0
"991",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2000,NA,"",0
"992",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2001,NA,"",0
"993",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2002,NA,"",0
"994",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2003,NA,"",0
"995",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2004,NA,"",0
"996",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2005,NA,"",0
"997",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2006,NA,"",0
"998",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2007,NA,"",0
"999",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2008,NA,"",0
"1000",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2009,NA,"",0
"1001",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2010,443,"09X412",1
"1002",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2011,439,"09X412",1
"1003",10457,-73.8984528,40.8464127,"BRONX HIGH SCHOOL OF BUSINESS",2012,401,"09X412",1
"1004",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",1996,NA,"",0
"1005",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",1997,NA,"",0
"1006",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",1998,NA,"",0
"1007",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",1999,NA,"",0
"1008",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2000,NA,"",0
"1009",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2001,NA,"",0
"1010",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2002,NA,"",0
"1011",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2003,NA,"",0
"1012",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2004,90,"10X442",1
"1013",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2005,157,"10X442",1
"1014",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2006,244,"10X442",1
"1015",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2007,331,"10X442",1
"1016",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2008,348,"10X442",1
"1017",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2009,364,"10X442",1
"1018",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2010,365,"10X442",1
"1019",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2011,397,"10X442",1
"1020",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF MUSIC",2012,423,"10X442",1
"1021",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",1996,2708,"10X445",1
"1022",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",1997,2653,"10X445",1
"1023",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",1998,2603,"10X445",1
"1024",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",1999,2683,"10X445",1
"1025",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2000,2717,"10X445",1
"1026",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2001,2716,"10X445",1
"1027",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2002,2707,"10X445",1
"1028",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2003,2617,"10X445",1
"1029",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2004,2535,"10X445",1
"1030",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2005,2492,"10X445",1
"1031",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2006,2436,"10X445",1
"1032",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2007,2508,"10X445",1
"1033",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2008,2670,"10X445",1
"1034",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2009,2808,"10X445",1
"1035",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2010,2941,"10X445",1
"1036",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2011,3017,"10X445",1
"1037",10468,-73.9007111,40.8701019,"BRONX HIGH SCHOOL OF SCIENCE",2012,3013,"10X445",1
"1038",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",1996,NA,"",0
"1039",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",1997,NA,"",0
"1040",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",1998,NA,"",0
"1041",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",1999,NA,"",0
"1042",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2000,NA,"",0
"1043",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2001,NA,"",0
"1044",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2002,NA,"",0
"1045",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2003,85,"11X418",1
"1046",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2004,160,"11X418",1
"1047",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2005,273,"11X418",1
"1048",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2006,348,"11X418",1
"1049",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2007,361,"11X418",1
"1050",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2008,333,"11X418",1
"1051",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2009,367,"11X418",1
"1052",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2010,406,"11X418",1
"1053",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2011,425,"11X418",1
"1054",10462,-73.8648,40.85146,"BRONX HS FOR THE VISUAL ARTS",2012,483,"11X418",1
"1055",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",1996,NA,"",0
"1056",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",1997,NA,"",0
"1057",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",1998,NA,"",0
"1058",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",1999,NA,"",0
"1059",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2000,NA,"",0
"1060",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2001,NA,"",0
"1061",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2002,NA,"",0
"1062",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2003,57,"10X439",1
"1063",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2004,303,"10X439",1
"1064",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2005,364,"10X439",1
"1065",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2006,446,"10X439",1
"1066",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2007,476,"10X439",1
"1067",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2008,425,"10X439",1
"1068",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2009,440,"10X439",1
"1069",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2010,451,"10X439",1
"1070",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2011,419,"10X439",1
"1071",10458,-73.8847504,40.8647308,"BRONX HS OF LAW & COMM SERVICE",2012,432,"10X439",1
"1072",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",1996,NA,"",0
"1073",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",1997,NA,"",0
"1074",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",1998,NA,"",0
"1075",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",1999,NA,"",0
"1076",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2000,NA,"",0
"1077",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2001,NA,"",0
"1078",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2002,NA,"",0
"1079",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2003,NA,"",0
"1080",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2004,NA,"",0
"1081",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2005,NA,"",0
"1082",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2006,NA,"",0
"1083",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2007,NA,"",0
"1084",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2008,NA,"",0
"1085",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2009,NA,"",0
"1086",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2010,356,"09X403",1
"1087",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2011,400,"09X403",1
"1088",10456,-73.9081421,40.8293343,"BRONX INTERNATIONAL HIGH SCHOO",2012,403,"09X403",1
"1089",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",1996,NA,"",0
"1090",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",1997,NA,"",0
"1091",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",1998,NA,"",0
"1092",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",1999,NA,"",0
"1093",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2000,NA,"",0
"1094",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2001,NA,"",0
"1095",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2002,NA,"",0
"1096",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2003,NA,"",0
"1097",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2004,NA,"",0
"1098",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2005,103,"11X265",1
"1099",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2006,224,"11X265",1
"1100",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2007,326,"11X265",1
"1101",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2008,420,"11X265",1
"1102",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2009,423,"11X265",1
"1103",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2010,448,"11X265",1
"1104",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2011,468,"11X265",1
"1105",10467,-73.8715363,40.8766518,"BRONX LAB SCHOOL",2012,482,"11X265",1
"1106",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",1996,191,"09X525",1
"1107",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",1997,363,"09X525",1
"1108",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",1998,440,"09X525",1
"1109",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",1999,562,"09X525",1
"1110",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2000,592,"09X525",1
"1111",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2001,576,"09X525",1
"1112",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2002,557,"09X525",1
"1113",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2003,550,"09X525",1
"1114",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2004,617,"09X525",1
"1115",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2005,616,"09X525",1
"1116",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2006,628,"09X525",1
"1117",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2007,626,"09X525",1
"1118",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2008,649,"09X525",1
"1119",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2009,662,"09X525",1
"1120",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2010,658,"09X525",1
"1121",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2011,649,"09X525",1
"1122",10457,-73.8984528,40.8464127,"BRONX LEADERSHIP ACADEMY",2012,705,"09X525",1
"1123",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",1996,NA,"",0
"1124",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",1997,NA,"",0
"1125",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",1998,NA,"",0
"1126",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",1999,NA,"",0
"1127",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2000,NA,"",0
"1128",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2001,NA,"",0
"1129",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2002,NA,"",0
"1130",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2003,NA,"",0
"1131",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2004,NA,"",0
"1132",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2005,NA,"",0
"1133",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2006,NA,"",0
"1134",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2007,NA,"",0
"1135",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2008,NA,"",0
"1136",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2009,NA,"",0
"1137",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2010,NA,"",0
"1138",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2011,480,"07X527",1
"1139",10451,-73.9204025,40.8190155,"BRONX LEADERSHIP ACADEMY II HI",2012,502,"07X527",1
"1140",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",1996,322,"12X480",1
"1141",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",1997,352,"12X480",1
"1142",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",1998,329,"12X480",1
"1143",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",1999,360,"12X480",1
"1144",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2000,365,"12X480",1
"1145",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2001,356,"12X480",1
"1146",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2002,360,"12X480",1
"1147",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2003,332,"12X480",1
"1148",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2004,411,"12X480",1
"1149",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2005,431,"12X480",1
"1150",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2006,376,"12X480",1
"1151",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2007,344,"12X480",1
"1152",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2008,351,"12X480",1
"1153",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2009,366,"12X480",1
"1154",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2010,360,"12X480",1
"1155",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2011,335,"12X480",1
"1156",10459,-73.8923721,40.8255348,"BRONX REGIONAL HIGH SCHOOL",2012,338,"12X480",1
"1157",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",1996,NA,"",0
"1158",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",1997,NA,"",0
"1159",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",1998,64,"09X505",1
"1160",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",1999,143,"09X505",1
"1161",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2000,215,"09X505",1
"1162",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2001,256,"09X505",1
"1163",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2002,207,"09X505",1
"1164",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2003,224,"09X505",1
"1165",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2004,409,"09X505",1
"1166",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2005,NA,"",0
"1167",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2006,NA,"",0
"1168",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2007,NA,"",0
"1169",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2008,NA,"",0
"1170",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2009,NA,"",0
"1171",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2010,NA,"",0
"1172",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2011,NA,"",0
"1173",10451,-73.9204025,40.8190155,"BRONX SCH FOR LAW, GOVT, JUSTI",2012,NA,"",0
"1174",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",1996,NA,"",0
"1175",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",1997,NA,"",0
"1176",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",1998,NA,"",0
"1177",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",1999,NA,"",0
"1178",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",2000,NA,"",0
"1179",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",2001,NA,"",0
"1180",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",2002,NA,"",0
"1181",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",2003,NA,"",0
"1182",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",2004,NA,"",0
"1183",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",2005,199,"10X284",1
"1184",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",2006,307,"10X284",1
"1185",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",2007,394,"10X284",1
"1186",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",2008,416,"10X284",1
"1187",10463,-73.8847504,40.8647308,"BRONX SCHOOL OF LAW AND FINANC",2009,437,"10X284",1
