"","lcgzipn","lcggeoxn2","lcggeoyn2","school_name","year","enrnumtot","xdbn","school_status"
"1",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",1996,NA,"",0
"2",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",1997,NA,"",0
"3",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",1998,NA,"",0
"4",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",1999,NA,"",0
"5",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2000,NA,"",0
"6",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2001,NA,"",0
"7",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2002,NA,"",0
"8",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2003,NA,"",0
"9",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2004,NA,"",0
"10",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2005,NA,"",0
"11",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2006,NA,"",0
"12",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2007,NA,"",0
"13",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2008,NA,"",0
"14",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2009,NA,"",0
"15",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2010,NA,"",0
"16",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2011,157,"02M047",1
"17",10010,-73.9825,40.73866,"47 THE AMERICAN SIGN LANGUAGE",2012,174,"02M047",1
"18",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",1996,1646,"06M540",1
"19",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",1997,1644,"06M540",1
"20",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",1998,1595,"06M540",1
"21",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",1999,1554,"06M540",1
"22",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2000,1586,"06M540",1
"23",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2001,1410,"06M540",1
"24",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2002,1317,"06M540",1
"25",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2003,1275,"06M540",1
"26",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2004,1407,"06M540",1
"27",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2005,1900,"06M540",1
"28",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2006,1628,"06M540",1
"29",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2007,1541,"06M540",1
"30",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2008,1495,"06M540",1
"31",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2009,1370,"06M540",1
"32",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2010,1473,"06M540",1
"33",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2011,1492,"06M540",1
"34",10031,-73.9503,40.81824,"A. PHILIP RANDOLPH CAMPUS HS",2012,1285,"06M540",1
"35",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",1996,2559,"21K410",1
"36",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",1997,2481,"21K410",1
"37",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",1998,2485,"21K410",1
"38",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",1999,2443,"21K410",1
"39",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2000,2595,"21K410",1
"40",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2001,2563,"21K410",1
"41",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2002,2653,"21K410",1
"42",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2003,2771,"21K410",1
"43",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2004,2834,"21K410",1
"44",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2005,2830,"21K410",1
"45",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2006,2795,"21K410",1
"46",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2007,2688,"21K410",1
"47",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2008,2628,"21K410",1
"48",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2009,2552,"21K410",1
"49",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2010,2533,"21K410",1
"50",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2011,2617,"21K410",1
"51",11235,-73.9674,40.58156,"ABRAHAM LINCOLN HIGH SCHOOL",2012,2595,"21K410",1
"52",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",1996,NA,"",0
"53",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",1997,NA,"",0
"54",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",1998,NA,"",0
"55",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",1999,NA,"",0
"56",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2000,NA,"",0
"57",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2001,NA,"",0
"58",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2002,NA,"",0
"59",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2003,NA,"",0
"60",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2004,NA,"",0
"61",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2005,NA,"",0
"62",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2006,NA,"",0
"63",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2007,NA,"",0
"64",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2008,NA,"",0
"65",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2009,124,"30Q301",1
"66",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2010,219,"30Q301",1
"67",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2011,314,"30Q301",1
"68",11106,-73.9325,40.75706,"ACADEMY FOR CAREERS IN TELEVIS",2012,419,"30Q301",1
"69",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",1996,NA,"",0
"70",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",1997,NA,"",0
"71",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",1998,NA,"",0
"72",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",1999,NA,"",0
"73",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2000,NA,"",0
"74",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2001,NA,"",0
"75",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2002,NA,"",0
"76",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2003,NA,"",0
"77",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2004,NA,"",0
"78",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2005,NA,"",0
"79",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2006,NA,"",0
"80",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2007,NA,"",0
"81",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2008,NA,"",0
"82",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2009,61,"18K637",1
"83",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2010,130,"18K637",1
"84",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2011,187,"18K637",1
"85",11236,-73.9168,40.63331,"ACADEMY FOR CONSERVATION AND T",2012,274,"18K637",1
"86",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",1996,NA,"",0
"87",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",1997,NA,"",0
"88",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",1998,NA,"",0
"89",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",1999,NA,"",0
"90",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2000,NA,"",0
"91",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2001,NA,"",0
"92",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2002,NA,"",0
"93",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2003,NA,"",0
"94",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2004,NA,"",0
"95",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2005,NA,"",0
"96",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2006,NA,"",0
"97",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2007,106,"32K403",1
"98",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2008,201,"32K403",1
"99",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2009,297,"32K403",1
"100",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2010,372,"32K403",1
"101",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2011,354,"32K403",1
"102",11237,-73.918457,40.7027016,"ACADEMY FOR ENVIRONMENTAL LEAD",2012,362,"32K403",1
"103",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",1996,NA,"",0
"104",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",1997,NA,"",0
"105",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",1998,NA,"",0
"106",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",1999,NA,"",0
"107",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2000,NA,"",0
"108",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2001,NA,"",0
"109",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2002,NA,"",0
"110",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2003,NA,"",0
"111",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2004,NA,"",0
"112",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2005,NA,"",0
"113",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2006,NA,"",0
"114",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2007,NA,"",0
"115",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2008,NA,"",0
"116",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2009,NA,"",0
"117",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2010,NA,"",0
"118",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2011,82,"19K751",1
"119",11213,-73.9659,40.67618,"ACADEMY FOR HEALTH CAREERS",2012,138,"17K751",1
"120",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",1996,NA,"",0
"121",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",1997,NA,"",0
"122",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",1998,NA,"",0
"123",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",1999,NA,"",0
"124",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2000,NA,"",0
"125",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2001,NA,"",0
"126",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2002,NA,"",0
"127",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2003,NA,"",0
"128",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2004,NA,"",0
"129",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2005,NA,"",0
"130",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2006,NA,"",0
"131",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2007,NA,"",0
"132",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2008,110,"09X365",1
"133",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2009,197,"09X365",1
"134",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2010,302,"09X365",1
"135",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2011,364,"09X365",1
"136",10453,-73.916,40.84912,"ACADEMY FOR LANGUAGE AND TECHN",2012,336,"09X365",1
"137",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",1996,NA,"",0
"138",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",1997,NA,"",0
"139",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",1998,NA,"",0
"140",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",1999,NA,"",0
"141",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2000,NA,"",0
"142",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2001,NA,"",0
"143",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2002,NA,"",0
"144",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2003,NA,"",0
"145",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2004,NA,"",0
"146",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2005,NA,"",0
"147",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2006,NA,"",0
"148",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2007,106,"14K404",1
"149",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2008,207,"14K404",1
"150",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2009,301,"14K404",1
"151",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2010,375,"14K404",1
"152",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2011,372,"14K404",1
"153",11211,-73.9478073,40.7079964,"ACADEMY FOR YOUNG WRITERS",2012,400,"14K404",1
"154",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",1996,NA,"",0
"155",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",1997,127,"30Q575",1
"156",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",1998,252,"30Q575",1
"157",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",1999,356,"30Q575",1
"158",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2000,463,"30Q575",1
"159",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2001,464,"30Q575",1
"160",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2002,450,"30Q575",1
"161",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2003,472,"30Q575",1
"162",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2004,520,"30Q575",1
"163",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2005,587,"30Q575",1
"164",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2006,608,"30Q575",1
"165",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2007,617,"30Q575",1
"166",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2008,625,"30Q575",1
"167",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2009,643,"30Q575",1
"168",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2010,706,"30Q575",1
"169",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2011,684,"30Q575",1
"170",11101,-73.9360199,40.7456131,"ACADEMY OF AMERICAN STUDIES",2012,704,"30Q575",1
"171",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",1996,NA,"",0
"172",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",1997,NA,"",0
"173",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",1998,156,"04M635",1
"174",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",1999,219,"04M635",1
"175",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2000,254,"04M635",1
"176",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2001,284,"04M635",1
"177",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2002,285,"04M635",1
"178",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2003,265,"04M635",1
"179",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2004,286,"04M635",1
"180",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2005,NA,"",0
"181",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2006,NA,"",0
"182",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2007,NA,"",0
"183",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2008,NA,"",0
"184",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2009,NA,"",0
"185",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2010,NA,"",0
"186",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2011,307,"04M635",1
"187",10029,-73.9433212,40.7917099,"ACADEMY OF ENVIRONMENTAL SCIEN",2012,192,"04M635",1
"188",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",1996,NA,"",0
"189",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",1997,NA,"",0
"190",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",1998,NA,"",0
"191",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",1999,NA,"",0
"192",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2000,NA,"",0
"193",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2001,NA,"",0
"194",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2002,NA,"",0
"195",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2003,NA,"",0
"196",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2004,NA,"",0
"197",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2005,NA,"",0
"198",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2006,NA,"",0
"199",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2007,102,"17K408",1
"200",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2008,181,"17K408",1
"201",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2009,268,"17K408",1
"202",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2010,314,"17K408",1
"203",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2011,310,"17K408",1
"204",11226,-73.9587326,40.6454124,"ACADEMY OF HOSPITALITY AND TOU",2012,319,"17K408",1
"205",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",1996,NA,"",0
"206",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",1997,NA,"",0
"207",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",1998,NA,"",0
"208",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",1999,NA,"",0
"209",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2000,NA,"",0
"210",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2001,NA,"",0
"211",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2002,NA,"",0
"212",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2003,NA,"",0
"213",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2004,NA,"",0
"214",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2005,NA,"",0
"215",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2006,NA,"",0
"216",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2007,NA,"",0
"217",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2008,NA,"",0
"218",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2009,96,"19K618",1
"219",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2010,206,"19K618",1
"220",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2011,302,"19K618",1
"221",11208,-73.8701,40.69077,"ACADEMY OF INNOVATIVE TECHNOLO",2012,404,"19K618",1
"222",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",1996,NA,"",0
"223",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",1997,108,"13K499",1
"224",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",1998,269,"13K499",1
"225",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",1999,384,"13K499",1
"226",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2000,567,"13K499",1
"227",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2001,623,"13K499",1
"228",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2002,617,"13K499",1
"229",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2003,644,"13K499",1
"230",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2004,661,"13K499",1
"231",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2005,661,"13K499",1
"232",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2006,695,"13K499",1
"233",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2007,709,"13K499",1
"234",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2008,749,"13K499",1
"235",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2009,740,"13K499",1
"236",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2010,696,"13K499",1
"237",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2011,744,"13K499",1
"238",11238,-73.9389,40.67546,"ACORN COMMUNITY HIGH SCHOOL",2012,731,"13K499",1
"239",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",1996,NA,"",0
"240",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",1997,NA,"",0
"241",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",1998,NA,"",0
"242",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",1999,NA,"",0
"243",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2000,NA,"",0
"244",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2001,NA,"",0
"245",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2002,NA,"",0
"246",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2003,NA,"",0
"247",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2004,NA,"",0
"248",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2005,NA,"",0
"249",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2006,NA,"",0
"250",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2007,NA,"",0
"251",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2008,NA,"",0
"252",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2009,NA,"",0
"253",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2010,NA,"",0
"254",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2011,413,"16K498",1
"255",11221,-73.921,40.6888,"ACORN HIGH SCHOOL FOR SOCIAL J",2012,405,"16K498",1
"256",10473,-73.8605347,40.8170319,"ADLAI E. STEVENSON HIGH SCHOOL",1996,3800,"08X450",1
"257",10473,-73.8605347,40.8170319,"ADLAI E. STEVENSON HIGH SCHOOL",1997,3950,"08X450",1
"258",10473,-73.8605347,40.8170319,"ADLAI E. STEVENSON HIGH SCHOOL",1998,3954,"08X450",1
"259",10473,-73.8605347,40.8170319,"ADLAI E. STEVENSON HIGH SCHOOL",1999,3769,"08X450",1
"260",10473,-73.8605347,40.8170319,"ADLAI E. STEVENSON HIGH SCHOOL",2000,3328,"08X450",1
"261",10473,-73.8605347,40.8170319,"ADLAI E. STEVENSON HIGH SCHOOL",2001,2697,"08X450",1
"262",10473,-73.8605347,40.8170319,"ADLAI E. STEVENSON HIGH SCHOOL",2002,2727,"08X450",1
"263",10473,-73.8605347,40.8170319,"ADLAI E. STEVENSON HIGH SCHOOL",2003,3054,"08X450",1
"264",10473,-73.8605347,40.8170319,"ADLAI E. STEVENSON HIGH SCHOOL",2004,3385,"08X450",1
"265",10473,-73.8605347,40.8170319,"ADLAI E. STEVENSON HIGH SCHOOL",2005,2773,"08X450",1
"266",10473,-73.8605347,40.8170319,"ADLAI E. STEVENSON HIGH SCHOOL",2006,2565,"08X450",1
